symbol	gene_number	ensembl_gene	ensembl_trans	chebl_id	uniprot_gname	entrez_id	wikigene
PLPPR5	163404.1	ENSG00000117598				163404.0	163404.0
CTDSPL2	51496.1	ENSG00000137770			Q05D32	51496.0	51496.0
PTPRQ	374462.1	ENSG00000139304				374462.0	374462.0
MTMR6	9107.1	ENSG00000139505			Q9Y217	9107.0	9107.0
DUSP11	8446.1	ENSG00000144048			O75319	8446.0	8446.0
PTPDC1	138639.1	ENSG00000158079			A2A3K4	138639.0	138639.0
PLPP7	84814.1	ENSG00000160539			Q8NBV4	84814.0	84814.0
MTMR14	64419.1	ENSG00000163719			Q8NCE2	64419.0	64419.0
PMPCA	23203.1	ENSG00000165688			Q10713	23203.0	23203.0
INPP5F	22876.1	ENSG00000198825			Q9Y2H2	22876.0	22876.0
PLPP6	403313.1	ENSG00000205808			Q8IY26	403313.0	403313.0
SACM1L	22908.1	ENSG00000211456				22908.0	22908.0
MDP1	145553.1	ENSG00000213920			Q86V88	145553.0	145553.0
MINPP1	9562.1	ENSG00000107789			Q9UNW1	9562.0	9562.0
ITPK1	3705.1	ENSG00000100605			Q13572	3705.0	3705.0
PIP5KL1	138429.1	ENSG00000167103			Q5T9C9	138429.0	138429.0
ALLC	55821.1	ENSG00000151360				55821.0	55821.0
DHRS9	10170.1	ENSG00000073737			Q9BPW9	10170.0	10170.0
DHRS3	9249.1	ENSG00000162496			O75911	9249.0	9249.0
AWAT2	158835.1	ENSG00000147160			Q6E213	158835.0	158835.0
AWAT1	158833.1	ENSG00000204195			Q58HT5	158833.0	158833.0
CES5A	221223.1	ENSG00000159398				221223.0	221223.0
CES3	23491.1	ENSG00000172828			Q6UWW8	23491.0	23491.0
CES1	1066.1	ENSG00000262243			Q8VCT4	1066.0	1066.0
RPE65	6121.1	ENSG00000116745			Q16518	6121.0	6121.0
UGT2A3	79799.1	ENSG00000135220			Q6UWM9	79799.0	79799.0
UGT3A1	133688.1	ENSG00000145626			Q6NUS8	133688.0	133688.0
UGT3A2	167127.1	ENSG00000168671			Q3SY77	167127.0	167127.0
UGT2A1	10941.1	ENSG00000173610			Q9Y4X1	10941.0	10941.0
MIF	4282.1	ENSG00000276701			P14174	4282.0	4282.0
LRTOMT	220074.1	ENSG00000184154				220074.0	220074.0
DIO3	1735.1	ENSG00000197406			P55073	1735.0	1735.0
DIO2	1734.1	ENSG00000211448			Q92813	1734.0	1734.0
DIO1	1733.1	ENSG00000211452			P55073	1733.0	1733.0
COQ5	84274.1	ENSG00000110871			Q5HYK3	84274.0	84274.0
CERCAM	51148.1	ENSG00000167123				51148.0	51148.0
COLGALT1	79709.1	ENSG00000130309			Q8NBJ5	79709.0	79709.0
COLGALT2	23127.1	ENSG00000198756				23127.0	23127.0
GSTO2	119391.1	ENSG00000065621			Q9H4Y5	119391.0	119391.0
GSTP1	2950.1	ENSG00000084207			P09211	2950.0	2950.0
GSTT2	2953.1	ENSG00000099984				2953.0	2953.0
GSTM5	2949.1	ENSG00000134201			P46439	2949.0	2949.0
GSTM3	2947.1	ENSG00000134202			P21266	2947.0	2947.0
GSTO1	9446.1	ENSG00000148834			P78417	9446.0	9446.0
GSTM4	2948.1	ENSG00000168765			Q03013	2948.0	2948.0
GSTA4	2941.1	ENSG00000170899			O15217	2941.0	2941.0
GSTA3	2940.1	ENSG00000174156				2940.0	2940.0
GSTA5	221357.1	ENSG00000182793			Q7RTV2	221357.0	221357.0
GSTT1	2952.1	ENSG00000277656				2952.0	2952.0
GSTA1	2938.1	ENSG00000243955			P08263	2938.0	2938.0
GSTA2	2939.1	ENSG00000244067			P09210	2939.0	2939.0
AKR7A3	22977.1	ENSG00000162482			O95154	22977.0	22977.0
MOCS1	4337.1	ENSG00000124615			Q9NZB8	4337.0	4337.0
MOCS2	4338.1	ENSG00000164172			O96033	4338.0	4338.0
GPHN	10243.1	ENSG00000171723			Q9NQX3	10243.0	10243.0
REV3L	5980.1	ENSG00000009413				5980.0	5980.0
POLA2	23649.1	ENSG00000014138			Q14181	23649.0	23649.0
POLQ	10721.1	ENSG00000051341			O75417	10721.0	10721.0
POLD1	5424.1	ENSG00000062822				5424.0	5424.0
POLB	5423.1	ENSG00000070501				5423.0	5423.0
POLD3	10714.1	ENSG00000077514				10714.0	10714.0
POLE2	5427.1	ENSG00000100479			P56282	5427.0	5427.0
POLI	11201.1	ENSG00000101751			Q9UNA4	11201.0	11201.0
POLA1	5422.1	ENSG00000101868			P33609	5422.0	5422.0
POLD2	5425.1	ENSG00000106628			P49005	5425.0	5425.0
RFC5	5985.1	ENSG00000111445				5985.0	5985.0
PAPD7	11044.1	ENSG00000112941			Q5XG87	11044.0	11044.0
POLE4	56655.1	ENSG00000115350			Q9NR33	56655.0	56655.0
POLK	51426.1	ENSG00000122008			Q9UBT6	51426.0	51426.0
POLM	27434.1	ENSG00000122678			Q9NP87	27434.0	27434.0
POLN	353497.1	ENSG00000130997			Q7Z5Q5	353497.0	353497.0
MYBBP1A	10514.1	ENSG00000132382			Q7TPV4	10514.0	10514.0
POLG	5428.1	ENSG00000140521				5428.0	5428.0
POLE3	54107.1	ENSG00000148229			Q9NRF9	54107.0	54107.0
POLL	27343.1	ENSG00000166169			Q9QXE2	27343.0	27343.0
POLH	5429.1	ENSG00000170734			Q9Y253	5429.0	5429.0
POLD4	57804.1	ENSG00000175482				57804.0	57804.0
POLE	5426.1	ENSG00000177084			Q07864	5426.0	5426.0
POLG2	11232.1	ENSG00000256525			Q9UHN1	11232.0	11232.0
POLR2J	5439.1	ENSG00000005075			P52435	5439.0	5439.0
POLR3B	55703.1	ENSG00000013503			Q9NW08	55703.0	55703.0
FAM65A	79567.1	ENSG00000039523				79567.0	79567.0
POLR2B	5431.1	ENSG00000047315				5431.0	5431.0
POLR3E	55718.1	ENSG00000058600			Q9NVU0	55718.0	101060521.0
ZNRD1	30834.1	ENSG00000224859			Q9P1U0	30834.0	30834.0
POLR1A	25885.1	ENSG00000068654			O95602	25885.0	25885.0
ZCCHC6	79670.1	ENSG00000083223			Q5BLK4	79670.0	79670.0
PAPOLA	10914.1	ENSG00000090060			P51003	10914.0	10914.0
POLR2E	5434.1	ENSG00000099817			P19388	5434.0	5434.0
POLRMT	5442.1	ENSG00000099821			O00411	5442.0	5442.0
POLR2F	5435.1	ENSG00000100142			P61218	5435.0	5435.0
POLR2C	5432.1	ENSG00000102978			P19387	5432.0	5432.0
POLR2I	5438.1	ENSG00000105258			P36954	5438.0	5438.0
MTPAP	55149.1	ENSG00000107951			Q9NVV4	55149.0	55149.0
POLR3G	10622.1	ENSG00000113356			Q6NXY9	10622.0	10622.0
PAPOLG	64895.1	ENSG00000115421			Q9BWT3	64895.0	64895.0
POLR3GL	84265.1	ENSG00000121851				84265.0	84265.0
POLR1B	84172.1	ENSG00000125630			Q9H9Y6	84172.0	84172.0
POLR3F	10621.1	ENSG00000132664			Q9H1D9	10621.0	10621.0
ZCCHC11	23318.1	ENSG00000134744				23318.0	23318.0
POLR1E	64425.1	ENSG00000137054			Q9GZS1	64425.0	64425.0
POLR2D	5433.1	ENSG00000144231			O15514	5433.0	5433.0
POLR2K	5440.1	ENSG00000147669			P53803	5440.0	5440.0
POLR3A	11128.1	ENSG00000148606			O14802	11128.0	11128.0
TUT1	64852.1	ENSG00000149016			Q9H6E5	64852.0	64852.0
POLR3K	51728.1	ENSG00000161980			Q9Y2Y1	51728.0	51728.0
POLR2H	5437.1	ENSG00000163882			P52434	5437.0	5437.0
PAPD4	167153.1	ENSG00000164329			Q6PIY7	167153.0	167153.0
POLR2G	5436.1	ENSG00000168002			P62487	5436.0	5436.0
POLR3D	661.1	ENSG00000168495			P05423	661.0	661.0
POLR1C	9533.1	ENSG00000171453				9533.0	9533.0
REG3A	5068.1	ENSG00000172016			Q06141	5068.0	5068.0
POLR2L	5441.1	ENSG00000177700			P62875	5441.0	5441.0
POLR2A	5430.1	ENSG00000181222				5430.0	5430.0
POLR3C	10623.1	ENSG00000186141				10623.0	10623.0
POLR1D	51082.1	ENSG00000186184				51082.0	51082.0
PAPOLB	56903.1	ENSG00000218823			Q9NRJ5	56903.0	56903.0
PNPT1	87178.1	ENSG00000138035			Q8TCS8	87178.0	87178.0
RAD1	5810.1	ENSG00000113456			O60671	5810.0	5810.0
RAD9A	5883.1	ENSG00000172613			Q9Z0F6	5883.0	5883.0
TREX2	11219.1	ENSG00000183479			Q9BQ50	11219.0	11219.0
TREX1	11277.1	ENSG00000213689				11277.0	11277.0
CHURC1-FNTB	100529261.1	ENSG00000125954				100529261.0	100529261.0
FNTA	2339.1	ENSG00000168522			P49354	2339.0	2339.0
FNTB	2342.1	ENSG00000257365			P49356	2342.0	2342.0
ICMT	23463.1	ENSG00000116237			O60725	23463.0	23463.0
PCYOX1	51449.1	ENSG00000116005			Q9CQF9	51449.0	51449.0
PYURF	100996939.1	ENSG00000145337			Q96I23	100996939.0	100996939.0
PIGY	84992.1	ENSG00000255072			Q3MUY2	84992.0	84992.0
GPLD1	2822.1	ENSG00000112293			P80108	2822.0	2822.0
ALG13	79868.1	ENSG00000101901				79868.0	79868.0
ALG14	199857.1	ENSG00000172339			Q96F25	199857.0	199857.0
ALG11	440138.1	ENSG00000253710				440138.0	440138.0
ALG9	79796.1	ENSG00000086848			Q8VDI9	79796.0	79796.0
MGAT4C	25834.1	ENSG00000182050			Q9UBM8	25834.0	25834.0
ENPP6	133121.1	ENSG00000164303			Q6UWR7	133121.0	133121.0
FGR	2268.1	ENSG00000000938			P09769	2268.0	2268.0
MATK	4145.1	ENSG00000007264			P42679	4145.0	4145.0
DYRK4	8798.1	ENSG00000010219				8798.0	8798.0
BTK	695.1	ENSG00000010671			Q06187	695.0	695.0
FYN	2534.1	ENSG00000010810			P06241	2534.0	2534.0
CLK1	1195.1	ENSG00000013441			P49759	1195.0	1195.0
INSRR	3645.1	ENSG00000027644			P14616	3645.0	3645.0
MUSK	4593.1	ENSG00000030304			O15146	4593.0	4593.0
MAP2K3	5606.1	ENSG00000034152				5606.0	5606.0
FLT4	2324.1	ENSG00000037280			P35916	2324.0	2324.0
EPHA3	2042.1	ENSG00000044524			P29320	2042.0	2042.0
ROS1	6098.1	ENSG00000047936			P08922	6098.0	6098.0
STYK1	55359.1	ENSG00000060140			Q6J9G0	55359.0	55359.0
TNK2	10188.1	ENSG00000061938				10188.0	10188.0
LTK	4058.1	ENSG00000062524			P29376	4058.0	4058.0
ERBB3	2065.1	ENSG00000065361			Q61526	2065.0	2065.0
MAP2K4	6416.1	ENSG00000065559			P45985	6416.0	6416.0
TIE1	7075.1	ENSG00000066056			P35590	7075.0	7075.0
FGFR2	2263.1	ENSG00000066468			P21802	2263.0	2263.0
FGFR3	2261.1	ENSG00000068078			Q61851	2261.0	2261.0
TESK2	10420.1	ENSG00000070759			Q96S53	10420.0	10420.0
EPHA8	2046.1	ENSG00000070886			P29322	2046.0	2046.0
TXK	7294.1	ENSG00000074966			P42681	7294.0	7294.0
MAP2K7	5609.1	ENSG00000076984			O14733	5609.0	5609.0
FGFR1	2260.1	ENSG00000077782			P11362	2260.0	2260.0
EPHA6	285220.1	ENSG00000080224				285220.0	285220.0
TYRO3	7301.1	ENSG00000092445				7301.0	7301.0
JAK2	3717.1	ENSG00000096968			O60674	3717.0	3717.0
ABL1	25.1	ENSG00000097007			P00519	25.0	25.0
PTK6	5753.1	ENSG00000101213			Q13882	5753.0	5753.0
HCK	3055.1	ENSG00000101336				3055.0	3055.0
BMX	660.1	ENSG00000102010			P51813	660.0	660.0
FLT1	2321.1	ENSG00000102755			P17948	2321.0	2321.0
CSK	1445.1	ENSG00000103653			P41240	1445.0	1445.0
DYRK1B	9149.1	ENSG00000105204			Q9Y463	9149.0	9149.0
TYK2	7297.1	ENSG00000105397			Q9R117	7297.0	7297.0
JAK3	3718.1	ENSG00000105639			P52333	3718.0	3718.0
MET	4233.1	ENSG00000105976			P16056	4233.0	4233.0
EPHB6	2051.1	ENSG00000106123				2051.0	2051.0
TESK1	7016.1	ENSG00000107140			Q15569	7016.0	7016.0
MAP2K6	5608.1	ENSG00000108984			P52564	5608.0	5608.0
FRK	2444.1	ENSG00000111816			P42685	2444.0	2444.0
PTK7	5754.1	ENSG00000112655			Q13308	5754.0	5754.0
TTK	7272.1	ENSG00000112742			P33981	7272.0	7272.0
CLK4	57396.1	ENSG00000113240			Q9HAZ1	57396.0	57396.0
ITK	3702.1	ENSG00000113263			Q03526	3702.0	3702.0
PDGFRB	5159.1	ENSG00000113721			P09619	5159.0	5159.0
ZAP70	7535.1	ENSG00000115085			P43403	7535.0	7535.0
EPHA4	2043.1	ENSG00000116106			Q03137	2043.0	2043.0
TEK	7010.1	ENSG00000120156			Q02763	7010.0	7010.0
PTK2B	2185.1	ENSG00000120899			Q14289	2185.0	2185.0
FLT3	2322.1	ENSG00000122025			P36888	2322.0	2322.0
SRMS	6725.1	ENSG00000125508			Q9H3Y6	6725.0	6725.0
MAP2K2	5605.1	ENSG00000126934			P36507	5605.0	5605.0
DYRK2	8445.1	ENSG00000127334				8445.0	8445.0
KDR	3791.1	ENSG00000128052			P35968	3791.0	3791.0
EPHB2	2048.1	ENSG00000133216			P29323	2048.0	2048.0
PDGFRA	5156.1	ENSG00000134853			P16234	5156.0	5156.0
EPHA7	2045.1	ENSG00000135333			Q15375	2045.0	2045.0
TEC	7006.1	ENSG00000135605			P42680	7006.0	7006.0
BLK	640.1	ENSG00000136573			P51451	640.0	640.0
MAP2K5	5607.1	ENSG00000137764			Q13163	5607.0	5607.0
IGF1R	3480.1	ENSG00000140443			P08069	3480.0	3480.0
NTRK3	4916.1	ENSG00000140538			Q16288	4916.0	4916.0
ERBB2	2064.1	ENSG00000141736			P04626	2064.0	2064.0
LMTK3	114783.1	ENSG00000142235			Q96Q04	114783.0	114783.0
EPHA2	1969.1	ENSG00000142627			P29317	1969.0	1969.0
ABL2	27.1	ENSG00000143322			P42684	27.0	27.0
DYRK3	8444.1	ENSG00000143479			O43781	8444.0	8444.0
EPHA5	2044.1	ENSG00000145242			P54756	2044.0	2044.0
EGFR	1956.1	ENSG00000146648			Q01279	1956.0	1956.0
EPHA1	2041.1	ENSG00000146904			P21709	2041.0	2041.0
NTRK2	4915.1	ENSG00000148053			Q16620	4915.0	4915.0
FER	2241.1	ENSG00000151422			P16591	2241.0	2241.0
MERTK	10461.1	ENSG00000153208			Q12866	10461.0	10461.0
EPHB1	2047.1	ENSG00000154928			Q8CBF3	2047.0	2047.0
KIT	3815.1	ENSG00000157404			P10721	3815.0	3815.0
DYRK1A	1859.1	ENSG00000157540			Q13627	1859.0	1859.0
FGFR4	2264.1	ENSG00000160867			P22455	2264.0	2264.0
JAK1	3716.1	ENSG00000162434			P23458	3716.0	3716.0
DDR2	4921.1	ENSG00000162733			Q62371	4921.0	4921.0
RYK	6259.1	ENSG00000163785				6259.0	6259.0
MST1R	4486.1	ENSG00000164078			Q04912	4486.0	4486.0
LMTK2	22853.1	ENSG00000164715			Q8IWU2	22853.0	22853.0
SYK	6850.1	ENSG00000165025			P43405	6850.0	6850.0
RET	5979.1	ENSG00000165731			P07949	5979.0	5979.0
AXL	558.1	ENSG00000167601			P30530	558.0	558.0
SPRYD3	84926.1	ENSG00000167778			Q8NCJ5	84926.0	84926.0
PBK	55872.1	ENSG00000168078			Q96KB5	55872.0	55872.0
MAP2K1	5604.1	ENSG00000169032			Q02750	5604.0	5604.0
ROR2	4920.1	ENSG00000169071			Q8C3W2	4920.0	4920.0
PTK2	5747.1	ENSG00000169398			Q05397	5747.0	5747.0
ALK	238.1	ENSG00000171094			Q9UM73	238.0	238.0
INSR	3643.1	ENSG00000171105			P06213	3643.0	3643.0
PEAK1	79834.1	ENSG00000173517			Q9H792	79834.0	79834.0
TNK1	8711.1	ENSG00000174292			Q13470	8711.0	8711.0
YES1	7525.1	ENSG00000176105				7525.0	7525.0
CLK2	1196.1	ENSG00000176444			P49760	1196.0	1196.0
ERBB4	2066.1	ENSG00000178568			Q15303	2066.0	2066.0
CLK3	1198.1	ENSG00000179335			P49761	1198.0	1198.0
PRAG1	157285.1	ENSG00000275342			Q86YV5	157285.0	157285.0
FES	2242.1	ENSG00000182511				2242.0	2242.0
CSF1R	1436.1	ENSG00000182578			P09581	1436.0	1436.0
EPHB3	2049.1	ENSG00000182580			P54753	2049.0	2049.0
LCK	3932.1	ENSG00000182866			P06239	3932.0	3932.0
EPHA10	284656.1	ENSG00000183317				284656.0	284656.0
ROR1	4919.1	ENSG00000185483			Q01973	4919.0	4919.0
EPHB4	2050.1	ENSG00000196411			P54761	2050.0	2050.0
SRC	6714.1	ENSG00000197122			P12931	6714.0	6714.0
NTRK1	4914.1	ENSG00000198400			P04629	4914.0	4914.0
DDR1	780.1	ENSG00000234078			Q08345	780.0	780.0
INSL3	3640.1	ENSG00000248099			P51460	3640.0	3640.0
LYN	4067.1	ENSG00000254087			P07948	4067.0	4067.0
PTPRN	5798.1	ENSG00000054356			Q16849	5798.0	5798.0
PTPRU	10076.1	ENSG00000060656			Q92729	10076.0	10076.0
EYA2	2139.1	ENSG00000064655			O00167	2139.0	2139.0
PTPN3	5774.1	ENSG00000070159			P26045	5774.0	5774.0
PTPN21	11099.1	ENSG00000070778			Q16825	11099.0	11099.0
PTPN18	26469.1	ENSG00000072135			Q99952	26469.0	26469.0
PTPN23	25930.1	ENSG00000076201			Q6PB44	25930.0	25930.0
CDC14A	8556.1	ENSG00000079335				8556.0	8556.0
DUSP13	51207.1	ENSG00000079393			Q9UII6	51207.0	51207.0
PTPRH	5794.1	ENSG00000080031			Q9HD43	5794.0	5794.0
PTPRC	5788.1	ENSG00000081237			P06800	5788.0	5788.0
CDC14B	8555.1	ENSG00000081377			O60729	8555.0	8555.0
DUSP12	11266.1	ENSG00000081721				11266.0	11266.0
SSH1	54434.1	ENSG00000084112			Q8WYL5	54434.0	54434.0
PTPN4	5775.1	ENSG00000088179			P29074	5775.0	5775.0
CDKN3	1033.1	ENSG00000100526			Q16667	1033.0	1033.0
CDC25B	994.1	ENSG00000101224			P30305	994.0	994.0
EYA1	2138.1	ENSG00000104313			Q99502	2138.0	2138.0
PTPRS	5802.1	ENSG00000105426			Q13332	5802.0	5802.0
PTPRZ1	5803.1	ENSG00000106278			P23471	5803.0	5803.0
DUSP3	1845.1	ENSG00000108861			P51452	1845.0	1845.0
PTPN5	84867.1	ENSG00000110786			P54830	84867.0	84867.0
DUSP16	80824.1	ENSG00000111266			Q9BY84	80824.0	80824.0
PTPN6	5777.1	ENSG00000111679			P29351	5777.0	5777.0
PTP4A1	7803.1	ENSG00000112245			Q93096	7803.0	7803.0
EYA4	2070.1	ENSG00000112319			O95677	2070.0	2070.0
EPM2A	7957.1	ENSG00000112425				7957.0	7957.0
DUSP22	56940.1	ENSG00000112679				56940.0	56940.0
DNAJC6	9829.1	ENSG00000116675				9829.0	9829.0
DUSP1	1843.1	ENSG00000120129			P28562	1843.0	1843.0
DUSP4	1846.1	ENSG00000120875			Q13115	1846.0	1846.0
PTPRB	5787.1	ENSG00000127329			P23467	5787.0	5787.0
PTPN12	5782.1	ENSG00000127947			Q05209	5782.0	5782.0
STYXL1	51657.1	ENSG00000127952			Q9Y6J8	51657.0	51657.0
PTPRE	5791.1	ENSG00000132334			P23469	5791.0	5791.0
PTPRA	5786.1	ENSG00000132670			P18433	5786.0	5786.0
DUSP26	78986.1	ENSG00000133878			Q9BV47	78986.0	78986.0
PTPN22	26191.1	ENSG00000134242			Q9Y2R2	26191.0	26191.0
DUSP5	1847.1	ENSG00000138166			Q16690	1847.0	1847.0
DUSP6	1848.1	ENSG00000139318			Q16828	1848.0	1848.0
SSH2	85464.1	ENSG00000141298			Q76I76	85464.0	85464.0
PTPRF	5792.1	ENSG00000142949			P10586	5792.0	5792.0
DUSP10	11221.1	ENSG00000143507			Q9Y6W6	11221.0	11221.0
PTPN7	5778.1	ENSG00000143851			P35236	5778.0	5778.0
PTPRG	5793.1	ENSG00000144724			P23470	5793.0	5793.0
PTPRJ	5795.1	ENSG00000149177			Q12913	5795.0	5795.0
DUSP15	128853.1	ENSG00000149599				128853.0	128853.0
PTPRO	5800.1	ENSG00000151490			Q16827	5800.0	5800.0
PTPN14	5784.1	ENSG00000152104			Q15678	5784.0	5784.0
PTPRK	5796.1	ENSG00000273993			Q15262	5796.0	5796.0
PTPRR	5801.1	ENSG00000153233			Q15256	5801.0	5801.0
PTPRD	5789.1	ENSG00000153707			P23468	5789.0	5789.0
PTPRN2	5799.1	ENSG00000282185			P80560	5799.0	5799.0
DUSP2	1844.1	ENSG00000158050			Q05923	1844.0	1844.0
EYA3	2140.1	ENSG00000158161			Q99504	2140.0	2140.0
CDC25C	995.1	ENSG00000158402			P30307	995.0	995.0
DUSP23	54935.1	ENSG00000158716			Q9BVJ7	54935.0	54935.0
DUSP14	11072.1	ENSG00000275932			O95147	11072.0	11072.0
DUSP19	142679.1	ENSG00000162999			Q8WTR2	142679.0	142679.0
PTPN13	5783.1	ENSG00000163629			Q12923	5783.0	5783.0
CDC25A	993.1	ENSG00000164045			P30304	993.0	993.0
DUSP7	1849.1	ENSG00000164086			Q16829	1849.0	1849.0
TPTE	7179.1	ENSG00000274391			P56180	7179.0	7179.0
DUSP18	150290.1	ENSG00000167065				150290.0	150290.0
PTPN9	5780.1	ENSG00000169410			P43378	5780.0	5780.0
FRMPD2	143162.1	ENSG00000170324			Q68DX3	143162.0	143162.0
SSH3	54961.1	ENSG00000172830			Q8TE77	54961.0	54961.0
PTPRM	5797.1	ENSG00000173482			P28827	5797.0	5797.0
PTPN2	5771.1	ENSG00000175354			P17706	5771.0	5771.0
PTPN11	5781.1	ENSG00000179295			Q06124	5781.0	5781.0
PTP4A2	8073.1	ENSG00000184007			Q12974	8073.0	8073.0
PTP4A3	11156.1	ENSG00000275575			O75365	11156.0	11156.0
DUSP8	1850.1	ENSG00000278165			Q13202	1850.0	1850.0
DUSP28	285193.1	ENSG00000188542			Q4G0W2	285193.0	285193.0
DUPD1	338599.1	ENSG00000188716			Q68J44	338599.0	338599.0
DUSP21	63904.1	ENSG00000189037			Q9H596	63904.0	63904.0
PTPRT	11122.1	ENSG00000196090			O14522	11122.0	11122.0
PTPN1	5770.1	ENSG00000196396			P18031	5770.0	5770.0
DUSP27	92235.1	ENSG00000198842			Q5VZP5	92235.0	92235.0
CHMP4A	29082.1	ENSG00000254505			Q9BY43	29082.0	29082.0
TPST2	8459.1	ENSG00000128294			O60704	8459.0	8459.0
TPST1	8460.1	ENSG00000169902			O60507	8460.0	8460.0
PADI2	11240.1	ENSG00000117115			Q9Y2J8	11240.0	11240.0
PADI3	51702.1	ENSG00000142619			Q9ULW8	51702.0	51702.0
PADI1	29943.1	ENSG00000142623			Q9ULC6	29943.0	29943.0
PADI4	23569.1	ENSG00000159339				23569.0	23569.0
PADI6	353238.1	ENSG00000276747			Q6TGC4	353238.0	353238.0
ART4	420.1	ENSG00000111339			Q93070	420.0	420.0
ART1	417.1	ENSG00000129744			P52961	417.0	417.0
ART3	419.1	ENSG00000156219			Q8R2G4	419.0	419.0
ART5	116969.1	ENSG00000167311			Q96L15	116969.0	116969.0
ADPRH	141.1	ENSG00000144843			P54922	141.0	141.0
PXDN	7837.1	ENSG00000130508			Q92626	7837.0	7837.0
PXDNL	137902.1	ENSG00000147485				137902.0	137902.0
PPIP5K2	23262.1	ENSG00000145725			Q6ZQB6	23262.0	23262.0
PPIP5K1	9677.1	ENSG00000168781				9677.0	9677.0
FDXR	2232.1	ENSG00000161513				2232.0	2232.0
KPNA6	23633.1	ENSG00000025800			O60684	23633.0	23633.0
XPO7	23039.1	ENSG00000130227			Q9UIA9	23039.0	23039.0
XPO6	23214.1	ENSG00000169180			Q96QU8	23214.0	23214.0
RPUSD4	84881.1	ENSG00000165526			Q96CM3	84881.0	84881.0
GALM	130589.1	ENSG00000143891			Q96C23	130589.0	130589.0
ADPGK	83440.1	ENSG00000159322			Q8VDL4	83440.0	83440.0
TKFC	26007.1	ENSG00000149476			Q3LXA3	26007.0	26007.0
FAAH2	158584.1	ENSG00000165591			Q6GMR7	158584.0	158584.0
SFXN3	81855.1	ENSG00000107819				81855.0	81855.0
POMT2	29954.1	ENSG00000009830			Q9UKY4	29954.0	29954.0
POMT1	10585.1	ENSG00000130714			Q8R2R1	10585.0	10585.0
PGM2L1	283209.1	ENSG00000165434			Q6PCE3	283209.0	283209.0
SLC30A6	55676.1	ENSG00000152683				55676.0	55676.0
SLC30A7	148867.1	ENSG00000162695			Q8NEW0	148867.0	148867.0
SLC39A7	7922.1	ENSG00000224399			Q92504	7922.0	7922.0
KANSL3	55683.1	ENSG00000114982			A2RSY1	55683.0	55683.0
SAP130	79595.1	ENSG00000136715			Q9H0E3	79595.0	79595.0
PRRT2	112476.1	ENSG00000167371				112476.0	112476.0
SETD5	55209.1	ENSG00000168137			Q5XJV7	55209.0	55209.0
EIF4EBP3	8637.1	ENSG00000243056			O60516	8637.0	8637.0
CHI3L1	1116.1	ENSG00000133048			P36222	1116.0	1116.0
PARP3	10039.1	ENSG00000041880				10039.0	10039.0
PARP12	64761.1	ENSG00000059378			Q9H0J9	64761.0	64761.0
PARP4	143.1	ENSG00000102699			Q9UKK3	143.0	143.0
ZC3HAV1	56829.1	ENSG00000105939			Q7Z2W4	56829.0	56829.0
TNKS2	80351.1	ENSG00000107854			Q9H2K2	80351.0	80351.0
PARP11	57097.1	ENSG00000111224				57097.0	57097.0
PARP2	10038.1	ENSG00000129484			Q9UGN5	10038.0	10038.0
PARP6	56965.1	ENSG00000137817				56965.0	56965.0
PARP9	83666.1	ENSG00000138496			Q8IXQ6	83666.0	83666.0
PARP16	54956.1	ENSG00000138617				54956.0	54956.0
PARP1	142.1	ENSG00000143799			P09874	142.0	142.0
PARP8	79668.1	ENSG00000151883			Q8N3A8	79668.0	79668.0
TIPARP	25976.1	ENSG00000163659			Q7Z3E1	25976.0	25976.0
PARP14	54625.1	ENSG00000173193			Q460N5	54625.0	54625.0
PARP15	165631.1	ENSG00000173200			Q460N3	165631.0	165631.0
TNKS	8658.1	ENSG00000173273				8658.0	8658.0
PARP10	84875.1	ENSG00000178685				84875.0	84875.0
PHKA2	5256.1	ENSG00000044446			P46019	5256.0	5256.0
PHKA1	5255.1	ENSG00000067177			P46020	5255.0	5255.0
PHKB	5257.1	ENSG00000102893				5257.0	5257.0
PHKG2	5261.1	ENSG00000156873			P15735	5261.0	5261.0
PHKG1	5260.1	ENSG00000164776			Q16816	5260.0	5260.0
CALM1	801.1	ENSG00000198668				801.0	805.0
USP2	9099.1	ENSG00000036672			O75604	9099.0	9099.0
USP28	57646.1	ENSG00000048028			Q96RU2	57646.0	57646.0
USP36	57602.1	ENSG00000055483				57602.0	57602.0
USP13	8975.1	ENSG00000058056			Q92995	8975.0	8975.0
OTUD5	55593.1	ENSG00000068308			Q96G74	55593.0	55593.0
USP33	23032.1	ENSG00000077254			Q8TEY7	23032.0	23032.0
CYLD	1540.1	ENSG00000083799			Q80TQ2	1540.0	1540.0
USP40	55230.1	ENSG00000085982			Q9NVE5	55230.0	55230.0
USP48	84196.1	ENSG00000090686			Q86UV5	84196.0	84196.0
USP14	9097.1	ENSG00000101557			P54578	9097.0	9097.0
USP11	8237.1	ENSG00000102226				8237.0	8237.0
USP10	9100.1	ENSG00000103194			Q14694	9100.0	9100.0
USP31	57478.1	ENSG00000103404			Q70CQ4	57478.0	57478.0
USP42	84132.1	ENSG00000106346			Q9H9J4	84132.0	84132.0
USP46	64854.1	ENSG00000109189			P62068	64854.0	64854.0
USP5	8078.1	ENSG00000111667			P45974	8078.0	8078.0
USP4	7375.1	ENSG00000114316			Q13107	7375.0	7375.0
USP9Y	8287.1	ENSG00000114374			O00507	8287.0	8287.0
